player_name,position,stat,player_avg,position_avg
MaragaT0 #NKZ,BOTTOM,gold_earned,10499.2413793103,12021.6946902655
MisaAmane#112,BOTTOM,assists,6.37931034482759,6.44690265486726
MisaAmane#112,BOTTOM,damage_dealt,21822.3218390805,22803.1172566372
MisaAmane#112,BOTTOM,vision_score,18.2298850574713,19.7765486725664
MisaAmane#112,BOTTOM,cs,121.827586206897,184.141592920354
MisaAmane#112,BOTTOM,gold_earned,11620.0459770115,12021.6946902655
Mooylol#Tsu,UTILITY,kills,1.21917808219178,1.94520547945205
Mooylol#Tsu,UTILITY,assists,13.1232876712329,13.3911719939117
Mooylol#Tsu,UTILITY,damage_dealt,7076.15068493151,9812.3105022831
Mooylol#Tsu,UTILITY,damage_taken,18994.4383561644,19266.5388127854
Mooylol#Tsu,UTILITY,cs,29.9178082191781,30.2313546423135
Mooylol#Tsu,UTILITY,gold_earned,7810.13698630137,7961.96347031963
Mrblue3d#Blue3,TOP,kills,4.38392857142857,5.96223021582734
Mrblue3d#Blue3,TOP,deaths,5.92857142857143,5.98381294964029
Mrblue3d#Blue3,TOP,damage_dealt,20054.0357142857,22632.6276978417
Mrblue3d#Blue3,TOP,damage_taken,28168.2946428571,30950.3471223022
Mrblue3d#Blue3,TOP,cs,106.589285714286,173.464028776978
Mrblue3d#Blue3,TOP,gold_earned,10411.2946428571,11473.1816546763
Nidhoggur#051,JUNGLE,kills,5.17894736842105,5.7840616966581
Nidhoggur#051,JUNGLE,damage_taken,31752.3473684211,34487.8997429306
Nidhoggur#051,JUNGLE,vision_score,23.4315789473684,25.6838046272494
Nidhoggur#051,JUNGLE,gold_earned,10863.4842105263,11074.028277635
Quackzin#QUCK,TOP,vision_score,18.1923076923077,19.2697841726619
Quackzin#QUCK,TOP,cs,103.461538461538,173.464028776978
TILTO#ORTIZ,UTILITY,assists,12.1111111111111,13.3911719939117
TILTO#ORTIZ,UTILITY,vision_score,51.5555555555556,64.2404870624049
YellowThunder#NKZ,TOP,vision_score,17.1157024793388,19.2697841726619
YellowThunder#NKZ,TOP,cs,142.462809917355,173.464028776978
YellowThunder#NKZ,TOP,gold_earned,11215.0247933884,11473.1816546763
ZPR Danielbonzão#BR44,MIDDLE,kills,4.88333333333333,6.62531017369727
ZPR Danielbonzão#BR44,MIDDLE,deaths,4.66666666666667,5.06699751861042
ZPR Danielbonzão#BR44,MIDDLE,damage_dealt,18826.9166666667,21092.7369727047
ZPR Danielbonzão#BR44,MIDDLE,vision_score,16.05,19.3920595533499
ZPR Danielbonzão#BR44,MIDDLE,cs,103.5,179.739454094293
ZPR Danielbonzão#BR44,MIDDLE,gold_earned,10515.6833333333,11300.223325062
gulari#1707,UTILITY,vision_score,54.57,64.2404870624049
