player_name,champion,games_played,wins,win_rate
Nidhoggur#051,Vi,1,0,0
Nidhoggur#051,Sejuani,1,0,0
Nidhoggur#051,Jax,1,1,1
Nidhoggur#051,Milio,1,1,1
Nidhoggur#051,Volibear,1,0,0
Quackzin#QUCK,Mordekaiser,10,9,0.9
Quackzin#QUCK,Yasuo,5,3,0.6
Quackzin#QUCK,Jax,5,4,0.8
Quackzin#QUCK,Ornn,4,4,1
Quackzin#QUCK,Rumble,3,0,0
Quackzin#QUCK,TahmKench,3,3,1
Quackzin#QUCK,Tryndamere,3,1,0.333333333333333
Quackzin#QUCK,Lillia,3,1,0.333333333333333
Quackzin#QUCK,Skarner,3,3,1
Quackzin#QUCK,KSante,3,2,0.666666666666667
Quackzin#QUCK,Teemo,2,1,0.5
Quackzin#QUCK,Nunu,2,1,0.5
Quackzin#QUCK,Sion,2,2,1
Quackzin#QUCK,Nautilus,2,0,0
Quackzin#QUCK,Zac,2,0,0
Quackzin#QUCK,Sett,2,1,0.5
Quackzin#QUCK,Heimerdinger,2,0,0
Quackzin#QUCK,Rammus,2,1,0.5
Quackzin#QUCK,Renekton,2,1,0.5
Quackzin#QUCK,Darius,2,1,0.5
Quackzin#QUCK,Shaco,2,1,0.5
Quackzin#QUCK,Yone,2,0,0
Quackzin#QUCK,Fiora,2,1,0.5
Quackzin#QUCK,Amumu,1,1,1
Quackzin#QUCK,Camille,1,1,1
Quackzin#QUCK,Sylas,1,1,1
Quackzin#QUCK,Viego,1,0,0
Quackzin#QUCK,Vayne,1,1,1
Quackzin#QUCK,Garen,1,0,0
Quackzin#QUCK,Chogath,1,1,1
Quackzin#QUCK,Jhin,1,0,0
Quackzin#QUCK,Leona,1,0,0
Quackzin#QUCK,Olaf,1,1,1
Quackzin#QUCK,Nasus,1,0,0
TILTO#ORTIZ,Blitzcrank,23,16,0.695652173913043
TILTO#ORTIZ,Neeko,21,9,0.428571428571429
TILTO#ORTIZ,Nautilus,7,2,0.285714285714286
TILTO#ORTIZ,Thresh,6,3,0.5
TILTO#ORTIZ,Karma,5,3,0.6
TILTO#ORTIZ,Pyke,4,3,0.75
TILTO#ORTIZ,Milio,3,0,0
TILTO#ORTIZ,Kayle,2,2,1
TILTO#ORTIZ,Yuumi,2,1,0.5
TILTO#ORTIZ,Yasuo,2,1,0.5
TILTO#ORTIZ,Ashe,2,1,0.5
TILTO#ORTIZ,Braum,1,0,0
TILTO#ORTIZ,Sett,1,1,1
TILTO#ORTIZ,Rakan,1,1,1
TILTO#ORTIZ,Rell,1,1,1
TILTO#ORTIZ,Ahri,1,0,0
TILTO#ORTIZ,Riven,1,1,1
TILTO#ORTIZ,Heimerdinger,1,0,0
TILTO#ORTIZ,Lux,1,1,1
TILTO#ORTIZ,Rammus,1,1,1
TILTO#ORTIZ,Katarina,1,1,1
TILTO#ORTIZ,Jax,1,1,1
TILTO#ORTIZ,Morgana,1,0,0
TILTO#ORTIZ,Pantheon,1,0,0
TILTO#ORTIZ,Maokai,1,1,1
TILTO#ORTIZ,Veigar,1,0,0
YellowThunder#NKZ,Garen,17,10,0.588235294117647
YellowThunder#NKZ,Sett,14,8,0.571428571428571
YellowThunder#NKZ,KSante,11,8,0.727272727272727
YellowThunder#NKZ,Shen,10,6,0.6
YellowThunder#NKZ,Sylas,10,7,0.7
YellowThunder#NKZ,Vayne,5,4,0.8
YellowThunder#NKZ,Jax,4,2,0.5
YellowThunder#NKZ,TwistedFate,4,3,0.75
YellowThunder#NKZ,Renekton,4,1,0.25
YellowThunder#NKZ,Yasuo,4,1,0.25
YellowThunder#NKZ,Skarner,4,1,0.25
YellowThunder#NKZ,Olaf,3,2,0.666666666666667
YellowThunder#NKZ,Jayce,3,2,0.666666666666667
YellowThunder#NKZ,Gwen,2,1,0.5
YellowThunder#NKZ,Pantheon,2,1,0.5
YellowThunder#NKZ,Fiora,2,2,1
YellowThunder#NKZ,Pyke,2,2,1
YellowThunder#NKZ,Darius,2,0,0
YellowThunder#NKZ,Irelia,1,0,0
YellowThunder#NKZ,Yone,1,0,0
YellowThunder#NKZ,Lucian,1,0,0
YellowThunder#NKZ,JarvanIV,1,0,0
YellowThunder#NKZ,Taliyah,1,0,0
YellowThunder#NKZ,LeeSin,1,0,0
YellowThunder#NKZ,Camille,1,0,0
YellowThunder#NKZ,Aatrox,1,0,0
YellowThunder#NKZ,Rell,1,0,0
YellowThunder#NKZ,Thresh,1,0,0
YellowThunder#NKZ,Graves,1,0,0
YellowThunder#NKZ,Tryndamere,1,0,0
YellowThunder#NKZ,Ahri,1,1,1
YellowThunder#NKZ,Kayle,1,0,0
YellowThunder#NKZ,Rengar,1,1,1
YellowThunder#NKZ,Trundle,1,1,1
YellowThunder#NKZ,Vi,1,0,0
YellowThunder#NKZ,XinZhao,1,0,0
ZPR Danielbonzão#BR44,Ahri,17,13,0.764705882352941
ZPR Danielbonzão#BR44,Azir,5,3,0.6
ZPR Danielbonzão#BR44,Vi,3,2,0.666666666666667
ZPR Danielbonzão#BR44,Corki,3,1,0.333333333333333
ZPR Danielbonzão#BR44,Leona,3,1,0.333333333333333
ZPR Danielbonzão#BR44,Kaisa,3,3,1
ZPR Danielbonzão#BR44,Jax,3,3,1
ZPR Danielbonzão#BR44,Ashe,2,0,0
ZPR Danielbonzão#BR44,Xayah,2,0,0
ZPR Danielbonzão#BR44,KSante,2,1,0.5
ZPR Danielbonzão#BR44,Tristana,2,1,0.5
ZPR Danielbonzão#BR44,Nautilus,2,1,0.5
ZPR Danielbonzão#BR44,Blitzcrank,2,1,0.5
ZPR Danielbonzão#BR44,Skarner,1,1,1
ZPR Danielbonzão#BR44,LeeSin,1,1,1
ZPR Danielbonzão#BR44,Gragas,1,0,0
ZPR Danielbonzão#BR44,Amumu,1,1,1
ZPR Danielbonzão#BR44,Maokai,1,1,1
ZPR Danielbonzão#BR44,Zed,1,0,0
ZPR Danielbonzão#BR44,Hwei,1,1,1
ZPR Danielbonzão#BR44,Alistar,1,1,1
ZPR Danielbonzão#BR44,Smolder,1,0,0
ZPR Danielbonzão#BR44,Vayne,1,0,0
ZPR Danielbonzão#BR44,Rakan,1,0,0
ZPR Danielbonzão#BR44,Sett,1,0,0
ZPR Danielbonzão#BR44,Orianna,1,0,0
gulari#1707,Taric,14,10,0.714285714285714
gulari#1707,Rell,12,7,0.583333333333333
gulari#1707,Senna,8,4,0.5
gulari#1707,Ashe,8,4,0.5
gulari#1707,Seraphine,7,5,0.714285714285714
gulari#1707,Lucian,7,3,0.428571428571429
gulari#1707,Milio,6,3,0.5
gulari#1707,Kaisa,6,2,0.333333333333333
gulari#1707,Lux,5,1,0.2
gulari#1707,Braum,4,2,0.5
gulari#1707,Karma,3,2,0.666666666666667
gulari#1707,Kalista,2,1,0.5
gulari#1707,Nautilus,2,0,0
gulari#1707,Varus,2,0,0
gulari#1707,Nami,2,1,0.5
gulari#1707,Sona,1,1,1
gulari#1707,Pantheon,1,0,0
gulari#1707,Leona,1,1,1
gulari#1707,Janna,1,1,1
gulari#1707,Alistar,1,0,0
gulari#1707,Bard,1,1,1
gulari#1707,Lulu,1,0,0
gulari#1707,Neeko,1,0,0
gulari#1707,Azir,1,0,0
gulari#1707,Zeri,1,1,1
gulari#1707,Smolder,1,0,0
gulari#1707,Rakan,1,0,0
